visual/JJ materials/NNS to/TO from/IN Japan/NNP to/TO visualmaterials/JJNNS materialsto/NNSTO tofrom/TOIN fromJapan/INNNP Japanto/NNPTO visualmaterialsto/JJNNSTO materialstofrom/NNSTOIN tofromJapan/TOINNNP fromJapanto/INNNPTO 77 audience%1:14:01::
_/FW _/FW The/DT recognise/VBP physical/JJ movement/NN __/FWFW _The/FWDT Therecognise/DTVBP recognisephysical/VBPJJ physicalmovement/JJNN __The/FWFWDT _Therecognise/FWDTVBP Therecognisephysical/DTVBPJJ recognisephysicalmovement/VBPJJNN 82 audience%1:14:00::
_/RB Thus/RB the/DT fail/VBP to/TO understand/VB _Thus/RBRB Thusthe/RBDT thefail/DTVBP failto/VBPTO tounderstand/TOVB _Thusthe/RBRBDT Thusthefail/RBDTVBP thefailto/DTVBPTO failtounderstand/VBPTOVB 74 audience%1:14:00::
a/DT right/NN of/IN before/IN the/DT licensing/NN aright/DTNN rightof/NNIN ofbefore/ININ beforethe/INDT thelicensing/DTNN arightof/DTNNIN rightofbefore/NNININ ofbeforethe/ININDT beforethelicensing/INDTNN 80 audience%1:26:00::
today/NN 's/POS young/JJ _/NNP _/NNP _/NNP today's/NNPOS 'syoung/POSJJ young_/JJNNP __/NNPNNP __/NNPNNP today'syoung/NNPOSJJ 'syoung_/POSJJNNP young__/JJNNPNNP ___/NNPNNPNNP 74 audience%1:14:01::
beauty/NN to/TO an/DT which/WDT has/VBZ been/VBN beautyto/NNTO toan/TODT anwhich/DTWDT whichhas/WDTVBZ hasbeen/VBZVBN beautytoan/NNTODT toanwhich/TODTWDT anwhichhas/DTWDTVBZ whichhasbeen/WDTVBZVBN 107 audience%1:14:00::
-/: wing/NN -LRB-/-LRB- than/IN its/PRP$ thoroughly/RB -wing/:NN wing-LRB-/NN-LRB- -LRB-than/-LRB-IN thanits/INPRP$ itsthoroughly/PRP$RB -wing-LRB-/:NN-LRB- wing-LRB-than/NN-LRB-IN -LRB-thanits/-LRB-INPRP$ thanitsthoroughly/INPRP$RB 70 audience%1:14:01::
have/VB than/IN an/DT composed/VBN of/IN theorists/NNS havethan/VBIN thanan/INDT ancomposed/DTVBN composedof/VBNIN oftheorists/INNNS havethanan/VBINDT thanancomposed/INDTVBN ancomposedof/DTVBNIN composedoftheorists/VBNINNNS 87 audience%1:14:00::
have/VB than/IN an/DT composed/VBN of/IN theorists/NNS havethan/VBIN thanan/INDT ancomposed/DTVBN composedof/VBNIN oftheorists/INNNS havethanan/VBINDT thanancomposed/INDTVBN ancomposedof/DTVBNIN composedoftheorists/VBNINNNS 87 audience%1:14:01::
fortunate/JJ in/IN the/DT Bocca/NNP 's/POS technical/JJ fortunatein/JJIN inthe/INDT theBocca/DTNNP Bocca's/NNPPOS 'stechnical/POSJJ fortunateinthe/JJINDT intheBocca/INDTNNP theBocca's/DTNNPPOS Bocca'stechnical/NNPPOSJJ 70 audience%1:14:00::
TV/NN monitors/VBZ the/DT would/MD themselves/PRP be/VB TVmonitors/NNVBZ monitorsthe/VBZDT thewould/DTMD wouldthemselves/MDPRP themselvesbe/PRPVB TVmonitorsthe/NNVBZDT monitorsthewould/VBZDTMD thewouldthemselves/DTMDPRP wouldthemselvesbe/MDPRPVB 87 audience%1:14:00::
And/CC dispersing/VBG the/DT 's/POS attention/NN among/IN Anddispersing/CCVBG dispersingthe/VBGDT the's/DTPOS 'sattention/POSNN attentionamong/NNIN Anddispersingthe/CCVBGDT dispersingthe's/VBGDTPOS the'sattention/DTPOSNN 'sattentionamong/POSNNIN 116 audience%1:14:00::
first/RB -/: night/NN -LRB-/-LRB- a/DT right/NN first-/RB: -night/:NN night-LRB-/NN-LRB- -LRB-a/-LRB-DT aright/DTNN first-night/RB:NN -night-LRB-/:NN-LRB- night-LRB-a/NN-LRB-DT -LRB-aright/-LRB-DTNN 157 audience%1:14:00::
convince/VB his/PRP$ political/JJ that/IN Britain/NNP 's/POS convincehis/VBPRP$ hispolitical/PRP$JJ politicalthat/JJIN thatBritain/INNNP Britain's/NNPPOS convincehispolitical/VBPRP$JJ hispoliticalthat/PRP$JJIN politicalthatBritain/JJINNNP thatBritain's/INNNPPOS 76 audience%1:14:01::
new/JJ rights/NNS of/IN in/IN these/DT cases/NNS newrights/JJNNS rightsof/NNSIN ofin/ININ inthese/INDT thesecases/DTNNS newrightsof/JJNNSIN rightsofin/NNSININ ofinthese/ININDT inthesecases/INDTNNS 118 audience%1:26:00::
the/DT rights/NNS of/IN controversy/NN was/VBD viewed/VBN therights/DTNNS rightsof/NNSIN ofcontroversy/INNN controversywas/NNVBD wasviewed/VBDVBN therightsof/DTNNSIN rightsofcontroversy/NNSINNN ofcontroversywas/INNNVBD controversywasviewed/NNVBDVBN 111 audience%1:26:00::
examples/NNS of/IN such/JJ effects/NNS on/IN behaviour/NN examplesof/NNSIN ofsuch/INJJ sucheffects/JJNNS effectson/NNSIN onbehaviour/INNN examplesofsuch/NNSINJJ ofsucheffects/INJJNNS sucheffectson/JJNNSIN effectsonbehaviour/NNSINNN 73 audience%1:14:01::
to/TO the/DT available/JJ _/NNP _/NNP _/NNP tothe/TODT theavailable/DTJJ available_/JJNNP __/NNPNNP __/NNPNNP totheavailable/TODTJJ theavailable_/DTJJNNP available__/JJNNPNNP ___/NNPNNPNNP 85 audience%1:14:00::
monkeys/NNS shows/VBZ that/IN effects/NNS can/MD be/VB monkeysshows/NNSVBZ showsthat/VBZIN thateffects/INNNS effectscan/NNSMD canbe/MDVB monkeysshowsthat/NNSVBZIN showsthateffects/VBZINNNS thateffectscan/INNNSMD effectscanbe/NNSMDVB 112 audience%1:14:00::
Out/IN in/IN the/DT it/PRP was/VBD bedlam/NN Outin/ININ inthe/INDT theit/DTPRP itwas/PRPVBD wasbedlam/VBDNN Outinthe/ININDT intheit/INDTPRP theitwas/DTPRPVBD itwasbedlam/PRPVBDNN 91 audience%1:14:00::
sympathy/NN from/IN an/DT than/IN a/DT slack/NN sympathyfrom/NNIN froman/INDT anthan/DTIN thana/INDT aslack/DTNN sympathyfroman/NNINDT fromanthan/INDTIN anthana/DTINDT thanaslack/INDTNN 100 audience%1:14:00::
a/DT small/JJ invited/VBN of/IN architects/NNS and/CC asmall/DTJJ smallinvited/JJVBN invitedof/VBNIN ofarchitects/INNNS architectsand/NNSCC asmallinvited/DTJJVBN smallinvitedof/JJVBNIN invitedofarchitects/VBNINNNS ofarchitectsand/INNNSCC 81 audience%1:10:00::
a/DT small/JJ invited/VBN of/IN architects/NNS and/CC asmall/DTJJ smallinvited/JJVBN invitedof/VBNIN ofarchitects/INNNS architectsand/NNSCC asmallinvited/DTJJVBN smallinvitedof/JJVBNIN invitedofarchitects/VBNINNNS ofarchitectsand/INNNSCC 81 audience%1:14:00::
of/IN their/PRP$ television/NN _/NNP _/NNP _/NNP oftheir/INPRP$ theirtelevision/PRP$NN television_/NNNNP __/NNPNNP __/NNPNNP oftheirtelevision/INPRP$NN theirtelevision_/PRP$NNNNP television__/NNNNPNNP ___/NNPNNPNNP 73 audience%1:14:00::
of/IN their/PRP$ television/NN _/NNP _/NNP _/NNP oftheir/INPRP$ theirtelevision/PRP$NN television_/NNNNP __/NNPNNP __/NNPNNP oftheirtelevision/INPRP$NN theirtelevision_/PRP$NNNNP television__/NNNNPNNP ___/NNPNNPNNP 73 audience%1:14:01::
suited/VBN to/TO alternative/NN it/PRP cuts/VBZ an/DT suitedto/VBNTO toalternative/TONN alternativeit/NNPRP itcuts/PRPVBZ cutsan/VBZDT suitedtoalternative/VBNTONN toalternativeit/TONNPRP alternativeitcuts/NNPRPVBZ itcutsan/PRPVBZDT 103 audience%1:14:01::
-LRB-/-LRB- held/VBD his/PRP$ spellbound/NN as/IN he/PRP -LRB-held/-LRB-VBD heldhis/VBDPRP$ hisspellbound/PRP$NN spellboundas/NNIN ashe/INPRP -LRB-heldhis/-LRB-VBDPRP$ heldhisspellbound/VBDPRP$NN hisspellboundas/PRP$NNIN spellboundashe/NNINPRP 88 audience%1:14:00::
questions/NNS from/IN the/DT _/NNP _/NNP _/NNP questionsfrom/NNSIN fromthe/INDT the_/DTNNP __/NNPNNP __/NNPNNP questionsfromthe/NNSINDT fromthe_/INDTNNP the__/DTNNPNNP ___/NNPNNPNNP 98 audience%1:14:00::
exposed/VBN to/TO different/JJ before/IN it/PRP settles/VBZ exposedto/VBNTO todifferent/TOJJ differentbefore/JJIN beforeit/INPRP itsettles/PRPVBZ exposedtodifferent/VBNTOJJ todifferentbefore/TOJJIN differentbeforeit/JJINPRP beforeitsettles/INPRPVBZ 88 audience%1:14:01::
_/NNP _/NNP Modern/NNP no/RB longer/RB accept/VB __/NNPNNP _Modern/NNPNNP Modernno/NNPRB nolonger/RBRB longeraccept/RBVB __Modern/NNPNNPNNP _Modernno/NNPNNPRB Modernnolonger/NNPRBRB nolongeraccept/RBRBVB 72 audience%1:14:01::
insignificant/JJ still/RB in/IN terms/NNS _/FW _/FW insignificantstill/JJRB stillin/RBIN interms/INNNS terms_/NNSFW __/FWFW insignificantstillin/JJRBIN stillinterms/RBINNNS interms_/INNNSFW terms__/NNSFWFW 60 audience%1:14:01::
claims/VBZ a/DT potential/NN of/IN only/RB 800000/CD claimsa/VBZDT apotential/DTNN potentialof/NNIN ofonly/INRB only800000/RBCD claimsapotential/VBZDTNN apotentialof/DTNNIN potentialofonly/NNINRB ofonly800000/INRBCD 58 audience%1:14:01::
capture/VB a/DT huge/JJ in/IN holiday/NN mood/NN capturea/VBDT ahuge/DTJJ hugein/JJIN inholiday/INNN holidaymood/NNNN captureahuge/VBDTJJ ahugein/DTJJIN hugeinholiday/JJINNN inholidaymood/INNNNN 105 audience%1:14:00::
capture/VB a/DT huge/JJ in/IN holiday/NN mood/NN capturea/VBDT ahuge/DTJJ hugein/JJIN inholiday/INNN holidaymood/NNNN captureahuge/VBDTJJ ahugein/DTJJIN hugeinholiday/JJINNN inholidaymood/INNNNN 105 audience%1:14:01::
in/IN which/WDT an/DT collapses/VBZ in/IN laughter/NN inwhich/INWDT whichan/WDTDT ancollapses/DTVBZ collapsesin/VBZIN inlaughter/INNN inwhichan/INWDTDT whichancollapses/WDTDTVBZ ancollapsesin/DTVBZIN collapsesinlaughter/VBZINNN 106 audience%1:14:00::
at/IN today/NN 's/POS _/NNP _/NNP _/NNP attoday/INNN today's/NNPOS 's_/POSNNP __/NNPNNP __/NNPNNP attoday's/INNNPOS today's_/NNPOSNNP 's__/POSNNPNNP ___/NNPNNPNNP 89 audience%1:14:01::
as/IN varied/VBN an/DT as/IN any/DT opera/NN asvaried/INVBN variedan/VBNDT anas/DTIN asany/INDT anyopera/DTNN asvariedan/INVBNDT variedanas/VBNDTIN anasany/DTINDT asanyopera/INDTNN 72 audience%1:14:00::
as/IN varied/VBN an/DT as/IN any/DT opera/NN asvaried/INVBN variedan/VBNDT anas/DTIN asany/INDT anyopera/DTNN asvariedan/INVBNDT variedanas/VBNDTIN anasany/DTINDT asanyopera/INDTNN 72 audience%1:14:01::
as/IN though/IN the/DT was/VBD a/DT fidgety/NN asthough/ININ thoughthe/INDT thewas/DTVBD wasa/VBDDT afidgety/DTNN asthoughthe/ININDT thoughthewas/INDTVBD thewasa/DTVBDDT wasafidgety/VBDDTNN 121 audience%1:14:00::
as/IN though/IN the/DT was/VBD a/DT fidgety/NN asthough/ININ thoughthe/INDT thewas/DTVBD wasa/VBDDT afidgety/DTNN asthoughthe/ININDT thoughthewas/INDTVBD thewasa/DTVBDDT wasafidgety/VBDDTNN 121 audience%1:14:01::
works/NNS drawing/VBG an/DT of/IN over/IN 1000/CD worksdrawing/NNSVBG drawingan/VBGDT anof/DTIN ofover/ININ over1000/INCD worksdrawingan/NNSVBGDT drawinganof/VBGDTIN anofover/DTININ ofover1000/ININCD 81 audience%1:14:00::
-LRB-/-LRB- hit/VB his/PRP$ target/NN of/IN eight/CD -LRB-hit/-LRB-VB hithis/VBPRP$ histarget/PRP$NN targetof/NNIN ofeight/INCD -LRB-hithis/-LRB-VBPRP$ hithistarget/VBPRP$NN histargetof/PRP$NNIN targetofeight/NNINCD 114 audience%1:14:01::
to/TO excite/VB the/DT and/CC there/EX must/MD toexcite/TOVB excitethe/VBDT theand/DTCC andthere/CCEX theremust/EXMD toexcitethe/TOVBDT excitetheand/VBDTCC theandthere/DTCCEX andtheremust/CCEXMD 107 audience%1:14:00::
word/NN to/TO the/DT then/RB keeping/VBG the/DT wordto/NNTO tothe/TODT thethen/DTRB thenkeeping/RBVBG keepingthe/VBGDT wordtothe/NNTODT tothethen/TODTRB thethenkeeping/DTRBVBG thenkeepingthe/RBVBGDT 128 audience%1:14:00::
realising/VBG it/PRP his/PRP$ learn/VB a/DT good/NN realisingit/VBGPRP ithis/PRPPRP$ hislearn/PRP$VB learna/VBDT agood/DTNN realisingithis/VBGPRPPRP$ ithislearn/PRPPRP$VB hislearna/PRP$VBDT learnagood/VBDTNN 131 audience%1:14:00::
realising/VBG it/PRP his/PRP$ learn/VB a/DT good/NN realisingit/VBGPRP ithis/PRPPRP$ hislearn/PRP$VB learna/VBDT agood/DTNN realisingithis/VBGPRPPRP$ ithislearn/PRPPRP$VB hislearna/PRP$VBDT learnagood/VBDTNN 131 audience%1:14:01::
on/IN a/DT young/JJ _/NNP _/NNP _/NNP ona/INDT ayoung/DTJJ young_/JJNNP __/NNPNNP __/NNPNNP onayoung/INDTJJ ayoung_/DTJJNNP young__/JJNNPNNP ___/NNPNNPNNP 68 audience%1:14:00::
on/IN a/DT young/JJ _/NNP _/NNP _/NNP ona/INDT ayoung/DTJJ young_/JJNNP __/NNPNNP __/NNPNNP onayoung/INDTJJ ayoung_/DTJJNNP young__/JJNNPNNP ___/NNPNNPNNP 68 audience%1:14:01::
in/IN front/NN of/IN because/IN he/PRP was/VBD infront/INNN frontof/NNIN ofbecause/ININ becausehe/INPRP hewas/PRPVBD infrontof/INNNIN frontofbecause/NNININ ofbecausehe/ININPRP becausehewas/INPRPVBD 80 audience%1:14:00::
channels/NNS for/IN an/DT which/WDT Italian/JJ advertisers/NNS channelsfor/NNSIN foran/INDT anwhich/DTWDT whichItalian/WDTJJ Italianadvertisers/JJNNS channelsforan/NNSINDT foranwhich/INDTWDT anwhichItalian/DTWDTJJ whichItalianadvertisers/WDTJJNNS 84 audience%1:14:00::
channels/NNS for/IN an/DT which/WDT Italian/JJ advertisers/NNS channelsfor/NNSIN foran/INDT anwhich/DTWDT whichItalian/WDTJJ Italianadvertisers/JJNNS channelsforan/NNSINDT foranwhich/INDTWDT anwhichItalian/DTWDTJJ whichItalianadvertisers/WDTJJNNS 84 audience%1:14:01::
huge/JJ :/: the/DT for/IN RAI/NN 's/POS huge:/JJ: :the/:DT thefor/DTIN forRAI/INNN RAI's/NNPOS huge:the/JJ:DT :thefor/:DTIN theforRAI/DTINNN forRAI's/INNNPOS 140 audience%1:14:00::
If/IN you/PRP the/DT came/VBD round/NN to/TO Ifyou/INPRP youthe/PRPDT thecame/DTVBD cameround/VBDNN roundto/NNTO Ifyouthe/INPRPDT youthecame/PRPDTVBD thecameround/DTVBDNN cameroundto/VBDNNTO 83 audience%1:14:00::
mean/VB that/IN the/DT is/VBZ being/VBG short/JJ meanthat/VBIN thatthe/INDT theis/DTVBZ isbeing/VBZVBG beingshort/VBGJJ meanthatthe/VBINDT thattheis/INDTVBZ theisbeing/DTVBZVBG isbeingshort/VBZVBGJJ 59 audience%1:14:00::
communicate/VB with/IN the/DT _/NNP _/NNP _/NNP communicatewith/VBIN withthe/INDT the_/DTNNP __/NNPNNP __/NNPNNP communicatewiththe/VBINDT withthe_/INDTNNP the__/DTNNPNNP ___/NNPNNPNNP 103 audience%1:14:00::
communicate/VB with/IN the/DT _/NNP _/NNP _/NNP communicatewith/VBIN withthe/INDT the_/DTNNP __/NNPNNP __/NNPNNP communicatewiththe/VBINDT withthe_/INDTNNP the__/DTNNPNNP ___/NNPNNPNNP 103 audience%1:14:01::
instead/RB lectured/VBD the/DT about/IN paying/VBG closer/JJR insteadlectured/RBVBD lecturedthe/VBDDT theabout/DTIN aboutpaying/INVBG payingcloser/VBGJJR insteadlecturedthe/RBVBDDT lecturedtheabout/VBDDTIN theaboutpaying/DTINVBG aboutpayingcloser/INVBGJJR 105 audience%1:14:01::
that/DT compels/VBZ an/DT 's/POS attention/NN _/NN thatcompels/DTVBZ compelsan/VBZDT an's/DTPOS 'sattention/POSNN attention_/NNNN thatcompelsan/DTVBZDT compelsan's/VBZDTPOS an'sattention/DTPOSNN 'sattention_/POSNNNN 98 audience%1:14:00::
an/DT entirely/RB hostile/JJ to/TO listen/VB to/TO anentirely/DTRB entirelyhostile/RBJJ hostileto/JJTO tolisten/TOVB listento/VBTO anentirelyhostile/DTRBJJ entirelyhostileto/RBJJTO hostiletolisten/JJTOVB tolistento/TOVBTO 81 audience%1:14:00::
an/DT entirely/RB hostile/JJ to/TO listen/VB to/TO anentirely/DTRB entirelyhostile/RBJJ hostileto/JJTO tolisten/TOVB listento/VBTO anentirelyhostile/DTRBJJ entirelyhostileto/RBJJTO hostiletolisten/JJTOVB tolistento/TOVBTO 81 audience%1:14:01::
to/TO keep/VB this/DT entertained/VBN think/VBP what/WP tokeep/TOVB keepthis/VBDT thisentertained/DTVBN entertainedthink/VBNVBP thinkwhat/VBPWP tokeepthis/TOVBDT keepthisentertained/VBDTVBN thisentertainedthink/DTVBNVBP entertainedthinkwhat/VBNVBPWP 73 audience%1:14:00::
the/DT eager/JJ opera/NN wishes/NNS to/TO spend/VB theeager/DTJJ eageropera/JJNN operawishes/NNNNS wishesto/NNSTO tospend/TOVB theeageropera/DTJJNN eageroperawishes/JJNNNNS operawishesto/NNNNSTO wishestospend/NNSTOVB 115 audience%1:14:00::
accessible/JJ to/TO an/DT _/NNP _/NNP _/NNP accessibleto/JJTO toan/TODT an_/DTNNP __/NNPNNP __/NNPNNP accessibletoan/JJTODT toan_/TODTNNP an__/DTNNPNNP ___/NNPNNPNNP 69 audience%1:14:00::
accessible/JJ to/TO an/DT _/NNP _/NNP _/NNP accessibleto/JJTO toan/TODT an_/DTNNP __/NNPNNP __/NNPNNP accessibletoan/JJTODT toan_/TODTNNP an__/DTNNPNNP ___/NNPNNPNNP 69 audience%1:14:01::
forcibly/RB to/TO an/DT of/IN Ukrainian/JJ Catholic/NNP forciblyto/RBTO toan/TODT anof/DTIN ofUkrainian/INJJ UkrainianCatholic/JJNNP forciblytoan/RBTODT toanof/TODTIN anofUkrainian/DTINJJ ofUkrainianCatholic/INJJNNP 91 audience%1:14:00::
of/IN a/DT hostile/JJ _/NNP _/NNP _/NNP ofa/INDT ahostile/DTJJ hostile_/JJNNP __/NNPNNP __/NNPNNP ofahostile/INDTJJ ahostile_/DTJJNNP hostile__/JJNNPNNP ___/NNPNNPNNP 90 audience%1:14:00::
the/DT article/NN 's/POS since/IN it/PRP was/VBD thearticle/DTNN article's/NNPOS 'ssince/POSIN sinceit/INPRP itwas/PRPVBD thearticle's/DTNNPOS article'ssince/NNPOSIN 'ssinceit/POSINPRP sinceitwas/INPRPVBD 67 audience%1:14:01::
have/VBP developed/VBN an/DT for/IN the/DT game/NN havedeveloped/VBPVBN developedan/VBNDT anfor/DTIN forthe/INDT thegame/DTNN havedevelopedan/VBPVBNDT developedanfor/VBNDTIN anforthe/DTINDT forthegame/INDTNN 117 audience%1:14:00::
told/VBD the/DT huge/JJ gathered/VBN in/IN the/DT toldthe/VBDDT thehuge/DTJJ hugegathered/JJVBN gatheredin/VBNIN inthe/INDT toldthehuge/VBDDTJJ thehugegathered/DTJJVBN hugegatheredin/JJVBNIN gatheredinthe/VBNINDT 102 audience%1:14:00::
_/FW _/FW The/DT transported/VBN with/IN her/PRP __/FWFW _The/FWDT Thetransported/DTVBN transportedwith/VBNIN withher/INPRP __The/FWFWDT _Thetransported/FWDTVBN Thetransportedwith/DTVBNIN transportedwithher/VBNINPRP 103 audience%1:14:00::
a/DT pressurized/JJ Japanese/NNP _/NNP _/NNP _/NNP apressurized/DTJJ pressurizedJapanese/JJNNP Japanese_/NNPNNP __/NNPNNP __/NNPNNP apressurizedJapanese/DTJJNNP pressurizedJapanese_/JJNNPNNP Japanese__/NNPNNPNNP ___/NNPNNPNNP 70 audience%1:14:01::
_/FW _/FW The/DT file/NN in/IN to/TO __/FWFW _The/FWDT Thefile/DTNN filein/NNIN into/INTO __The/FWFWDT _Thefile/FWDTNN Thefilein/DTNNIN fileinto/NNINTO 74 audience%1:14:00::
to/TO engage/VB their/PRP$ and/CC the/DT group/NN toengage/TOVB engagetheir/VBPRP$ theirand/PRP$CC andthe/CCDT thegroup/DTNN toengagetheir/TOVBPRP$ engagetheirand/VBPRP$CC theirandthe/PRP$CCDT andthegroup/CCDTNN 124 audience%1:14:00::
responded/VBD to/TO the/DT 's/POS affectionate/JJ plaudits/NNS respondedto/VBDTO tothe/TODT the's/DTPOS 'saffectionate/POSJJ affectionateplaudits/JJNNS respondedtothe/VBDTODT tothe's/TODTPOS the'saffectionate/DTPOSJJ 'saffectionateplaudits/POSJJNNS 62 audience%1:14:00::
two/CD highly/RB targeted/VBN for/IN advertising/NN in/IN twohighly/CDRB highlytargeted/RBVBN targetedfor/VBNIN foradvertising/INNN advertisingin/NNIN twohighlytargeted/CDRBVBN highlytargetedfor/RBVBNIN targetedforadvertising/VBNINNN foradvertisingin/INNNIN 120 audience%1:14:01::
words/NNS and/CC blue/JJ _/NNP _/NNP _/NNP wordsand/NNSCC andblue/CCJJ blue_/JJNNP __/NNPNNP __/NNPNNP wordsandblue/NNSCCJJ andblue_/CCJJNNP blue__/JJNNPNNP ___/NNPNNPNNP 87 audience%1:14:01::
words/NNS and/CC blue/JJ _/NNP _/NNP _/NNP wordsand/NNSCC andblue/CCJJ blue_/JJNNP __/NNPNNP __/NNPNNP wordsandblue/NNSCCJJ andblue_/CCJJNNP blue__/JJNNPNNP ___/NNPNNPNNP 87 U
ear/NN and/CC the/DT will/MD know/VB it/PRP earand/NNCC andthe/CCDT thewill/DTMD willknow/MDVB knowit/VBPRP earandthe/NNCCDT andthewill/CCDTMD thewillknow/DTMDVB willknowit/MDVBPRP 107 audience%1:14:00::
only/RB time/NN the/DT applauded/VBD _/FW _/FW onlytime/RBNN timethe/NNDT theapplauded/DTVBD applauded_/VBDFW __/FWFW onlytimethe/RBNNDT timetheapplauded/NNDTVBD theapplauded_/DTVBDFW applauded__/VBDFWFW 83 audience%1:14:00::
better/RBR with/IN an/DT _/NNP _/NNP _/NNP betterwith/RBRIN withan/INDT an_/DTNNP __/NNPNNP __/NNPNNP betterwithan/RBRINDT withan_/INDTNNP an__/DTNNPNNP ___/NNPNNPNNP 50 audience%1:14:00::
anybody/NN in/IN the/DT even/RB knew/VBD this/DT anybodyin/NNIN inthe/INDT theeven/DTRB evenknew/RBVBD knewthis/VBDDT anybodyinthe/NNINDT intheeven/INDTRB theevenknew/DTRBVBD evenknewthis/RBVBDDT 31 audience%1:14:00::
ring/NN with/IN an/DT that/IN you/PRP ca/MD ringwith/NNIN withan/INDT anthat/DTIN thatyou/INPRP youca/PRPMD ringwithan/NNINDT withanthat/INDTIN anthatyou/DTINPRP thatyouca/INPRPMD 96 audience%1:14:00::
uniquely/RB by/IN its/PRP$ :/: you/PRP know/VBP uniquelyby/RBIN byits/INPRP$ its:/PRP$: :you/:PRP youknow/PRPVBP uniquelybyits/RBINPRP$ byits:/INPRP$: its:you/PRP$:PRP :youknow/:PRPVBP 71 audience%1:14:00::
better/RBR with/IN an/DT is/VBZ also/RB one/CD betterwith/RBRIN withan/INDT anis/DTVBZ isalso/VBZRB alsoone/RBCD betterwithan/RBRINDT withanis/INDTVBZ anisalso/DTVBZRB isalsoone/VBZRBCD 64 audience%1:14:00::
elicit/VB in/IN an/DT _/NNP _/NNP _/NNP elicitin/VBIN inan/INDT an_/DTNNP __/NNPNNP __/NNPNNP elicitinan/VBINDT inan_/INDTNNP an__/DTNNPNNP ___/NNPNNPNNP 102 audience%1:14:00::
limited/JJ rights/NNS of/IN in/IN the/DT Crown/NNP limitedrights/JJNNS rightsof/NNSIN ofin/ININ inthe/INDT theCrown/DTNNP limitedrightsof/JJNNSIN rightsofin/NNSININ ofinthe/ININDT intheCrown/INDTNNP 92 audience%1:26:00::
talk/VB to/TO the/DT or/CC simply/RB sleep/VB talkto/VBTO tothe/TODT theor/DTCC orsimply/CCRB simplysleep/RBVB talktothe/VBTODT totheor/TODTCC theorsimply/DTCCRB orsimplysleep/CCRBVB 91 audience%1:14:00::
_/NNP But/NNP as/IN will/MD find/VB out/RP _But/NNPNNP Butas/NNPIN aswill/INMD willfind/MDVB findout/VBRP _Butas/NNPNNPIN Butaswill/NNPINMD aswillfind/INMDVB willfindout/MDVBRP 45 audience%1:14:01::
in/IN facing/VBG adult/JJ the/DT result/NN is/VBZ infacing/INVBG facingadult/VBGJJ adultthe/JJDT theresult/DTNN resultis/NNVBZ infacingadult/INVBGJJ facingadultthe/VBGJJDT adulttheresult/JJDTNN theresultis/DTNNVBZ 62 audience%1:14:00::
Monday/NNP night/NN the/DT at/IN the/DT Queen/NNP Mondaynight/NNPNN nightthe/NNDT theat/DTIN atthe/INDT theQueen/DTNNP Mondaynightthe/NNPNNDT nighttheat/NNDTIN theatthe/DTINDT attheQueen/INDTNNP 99 audience%1:14:00::
change/NN in/IN cinema/NN tastes/NNS _/FW _/FW changein/NNIN incinema/INNN cinematastes/NNNNS tastes_/NNSFW __/FWFW changeincinema/NNINNN incinematastes/INNNNNS cinematastes_/NNNNSFW tastes__/NNSFWFW 91 audience%1:14:00::
change/NN in/IN cinema/NN tastes/NNS _/FW _/FW changein/NNIN incinema/INNN cinematastes/NNNNS tastes_/NNSFW __/FWFW changeincinema/NNINNN incinematastes/INNNNNS cinematastes_/NNNNSFW tastes__/NNSFWFW 91 audience%1:14:01::
fact/NN her/PRP$ target/NN has/VBZ always/RB been/VBN facther/NNPRP$ hertarget/PRP$NN targethas/NNVBZ hasalways/VBZRB alwaysbeen/RBVBN facthertarget/NNPRP$NN hertargethas/PRP$NNVBZ targethasalways/NNVBZRB hasalwaysbeen/VBZRBVBN 76 audience%1:14:01::
Comedy/NN described/VBD his/PRP$ in/IN 1702/CD as/IN Comedydescribed/NNVBD describedhis/VBDPRP$ hisin/PRP$IN in1702/INCD 1702as/CDIN Comedydescribedhis/NNVBDPRP$ describedhisin/VBDPRP$IN hisin1702/PRP$INCD in1702as/INCDIN 74 audience%1:14:01::
their/PRP$ rights/NNS of/IN extended/VBN to/TO Scotland/NNP theirrights/PRP$NNS rightsof/NNSIN ofextended/INVBN extendedto/VBNTO toScotland/TONNP theirrightsof/PRP$NNSIN rightsofextended/NNSINVBN ofextendedto/INVBNTO extendedtoScotland/VBNTONNP 61 audience%1:26:00::
the/DT rights/NNS of/IN to/TO suitably/RB qualified/VBN therights/DTNNS rightsof/NNSIN ofto/INTO tosuitably/TORB suitablyqualified/RBVBN therightsof/DTNNSIN rightsofto/NNSINTO oftosuitably/INTORB tosuitablyqualified/TORBVBN 110 audience%1:26:00::
Silesia/NNP a/DT passionate/JJ ferocious/JJ tackles/VBZ grim/JJ Silesiaa/NNPDT apassionate/DTJJ passionateferocious/JJJJ ferocioustackles/JJVBZ tacklesgrim/VBZJJ Silesiaapassionate/NNPDTJJ apassionateferocious/DTJJJJ passionateferocioustackles/JJJJVBZ ferocioustacklesgrim/JJVBZJJ 55 audience%1:14:00::
