A/DT new/JJ MA/NN in/IN human/JJ rights/NNS Anew/DTJJ newMA/JJNN MAin/NNIN inhuman/INJJ humanrights/JJNNS AnewMA/DTJJNN newMAin/JJNNIN MAinhuman/NNINJJ inhumanrights/INJJNNS 66 degree%1:10:00::
years/NNS of/IN my/PRP$ would/MD cost/VB at/IN yearsof/NNSIN ofmy/INPRP$ mywould/PRP$MD wouldcost/MDVB costat/VBIN yearsofmy/NNSINPRP$ ofmywould/INPRP$MD mywouldcost/PRP$MDVB wouldcostat/MDVBIN 116 degree%1:10:00::
to/TO afford/VB a/DT _/NNP _/NNP _/NNP toafford/TOVB afforda/VBDT a_/DTNNP __/NNPNNP __/NNPNNP toafforda/TOVBDT afforda_/VBDTNNP a__/DTNNPNNP ___/NNPNNPNNP 104 degree%1:10:00::
introducing/VBG a/DT meaningful/JJ of/IN democracy/NN to/TO introducinga/VBGDT ameaningful/DTJJ meaningfulof/JJIN ofdemocracy/INNN democracyto/NNTO introducingameaningful/VBGDTJJ ameaningfulof/DTJJIN meaningfulofdemocracy/JJINNN ofdemocracyto/INNNTO 129 degree%1:07:00::
with/IN an/DT economics/NN specialising/VBG in/IN business/NN withan/INDT aneconomics/DTNN economicsspecialising/NNVBG specialisingin/VBGIN inbusiness/INNN withaneconomics/INDTNN aneconomicsspecialising/DTNNVBG economicsspecialisingin/NNVBGIN specialisinginbusiness/VBGINNN 78 degree%1:10:00::
well/RB as/IN a/DT though/RB did/VBD not/RB wellas/RBIN asa/INDT athough/DTRB thoughdid/RBVBD didnot/VBDRB wellasa/RBINDT asathough/INDTRB athoughdid/DTRBVBD thoughdidnot/RBVBDRB 71 degree%1:10:00::
young/JJ people/NNS gaining/VBG _/NNP _/NNP _/NNP youngpeople/JJNNS peoplegaining/NNSVBG gaining_/VBGNNP __/NNPNNP __/NNPNNP youngpeoplegaining/JJNNSVBG peoplegaining_/NNSVBGNNP gaining__/VBGNNPNNP ___/NNPNNPNNP 88 degree%1:10:00::
in/IN such/JJ a/DT of/IN intimacy/NN her/PRP insuch/INJJ sucha/JJDT aof/DTIN ofintimacy/INNN intimacyher/NNPRP insucha/INJJDT suchaof/JJDTIN aofintimacy/DTINNN ofintimacyher/INNNPRP 82 degree%1:07:00::
an/DT almost/RB equal/JJ anathema/NN to/TO the/DT analmost/DTRB almostequal/RBJJ equalanathema/JJNN anathemato/NNTO tothe/TODT analmostequal/DTRBJJ almostequalanathema/RBJJNN equalanathemato/JJNNTO anathematothe/NNTODT 118 degree%1:07:00::
systems/NNS in/IN varying/VBG proportionate/JJ result/NN in/IN systemsin/NNSIN invarying/INVBG varyingproportionate/VBGJJ proportionateresult/JJNN resultin/NNIN systemsinvarying/NNSINVBG invaryingproportionate/INVBGJJ varyingproportionateresult/VBGJJNN proportionateresultin/JJNNIN 83 degree%1:07:00::
entail/VB a/DT high/JJ of/IN political/JJ risk/NN entaila/VBDT ahigh/DTJJ highof/JJIN ofpolitical/INJJ politicalrisk/JJNN entailahigh/VBDTJJ ahighof/DTJJIN highofpolitical/JJINJJ ofpoliticalrisk/INJJNN 81 degree%1:07:00::
demonstrate/VB a/DT high/NN of/IN trust/NN and/CC demonstratea/VBDT ahigh/DTNN highof/NNIN oftrust/INNN trustand/NNCC demonstrateahigh/VBDTNN ahighof/DTNNIN highoftrust/NNINNN oftrustand/INNNCC 98 degree%1:07:00::
_/FW _/FW A/NN of/IN surprise/NN was/VBD __/FWFW _A/FWNN Aof/NNIN ofsurprise/INNN surprisewas/NNVBD __A/FWFWNN _Aof/FWNNIN Aofsurprise/NNINNN ofsurprisewas/INNNVBD 98 degree%1:07:00::
_/FW _/FW A/NN of/IN surprise/NN was/VBD __/FWFW _A/FWNN Aof/NNIN ofsurprise/INNN surprisewas/NNVBD __A/FWFWNN _Aof/FWNNIN Aofsurprise/NNINNN ofsurprisewas/INNNVBD 98 degree%1:07:01::
to/TO an/DT astonishing/JJ _/NNP _/NNP _/NNP toan/TODT anastonishing/DTJJ astonishing_/JJNNP __/NNPNNP __/NNPNNP toanastonishing/TODTJJ anastonishing_/DTJJNNP astonishing__/JJNNPNNP ___/NNPNNPNNP 60 degree%1:26:01::
to/TO any/DT meaningful/JJ _/NNP _/NNP _/NNP toany/TODT anymeaningful/DTJJ meaningful_/JJNNP __/NNPNNP __/NNPNNP toanymeaningful/TODTJJ anymeaningful_/DTJJNNP meaningful__/JJNNPNNP ___/NNPNNPNNP 73 degree%1:26:01::
match/VB again/RB that/DT of/IN ingenuity/NN _/NN matchagain/VBRB againthat/RBDT thatof/DTIN ofingenuity/INNN ingenuity_/NNNN matchagainthat/VBRBDT againthatof/RBDTIN thatofingenuity/DTINNN ofingenuity_/INNNNN 43 degree%1:07:01::
_/NN A/NN higher/JJR of/IN espionage/NN By/IN _A/NNNN Ahigher/NNJJR higherof/JJRIN ofespionage/INNN espionageBy/NNIN _Ahigher/NNNNJJR Ahigherof/NNJJRIN higherofespionage/JJRINNN ofespionageBy/INNNIN 67 degree%1:07:00::
with/IN an/DT extraordinary/JJ of/IN caring/VBG _/NN withan/INDT anextraordinary/DTJJ extraordinaryof/JJIN ofcaring/INVBG caring_/VBGNN withanextraordinary/INDTJJ anextraordinaryof/DTJJIN extraordinaryofcaring/JJINVBG ofcaring_/INVBGNN 75 degree%1:07:00::
with/IN an/DT extraordinary/JJ of/IN caring/VBG _/NN withan/INDT anextraordinary/DTJJ extraordinaryof/JJIN ofcaring/INVBG caring_/VBGNN withanextraordinary/INDTJJ anextraordinaryof/DTJJIN extraordinaryofcaring/JJINVBG ofcaring_/INVBGNN 75 degree%1:26:01::
a/DT very/RB high/JJ of/IN public/JJ support/NN avery/DTRB veryhigh/RBJJ highof/JJIN ofpublic/INJJ publicsupport/JJNN averyhigh/DTRBJJ veryhighof/RBJJIN highofpublic/JJINJJ ofpublicsupport/INJJNN 82 degree%1:07:00::
exhibited/VBD a/DT surprising/JJ of/IN consensus/NN and/CC exhibiteda/VBDDT asurprising/DTJJ surprisingof/JJIN ofconsensus/INNN consensusand/NNCC exhibitedasurprising/VBDDTJJ asurprisingof/DTJJIN surprisingofconsensus/JJINNN ofconsensusand/INNNCC 81 degree%1:07:00::
diving/NN and/CC the/DT of/IN difficulty/NN is/VBZ divingand/NNCC andthe/CCDT theof/DTIN ofdifficulty/INNN difficultyis/NNVBZ divingandthe/NNCCDT andtheof/CCDTIN theofdifficulty/DTINNN ofdifficultyis/INNNVBZ 43 degree%1:07:00::
diving/NN and/CC the/DT of/IN difficulty/NN is/VBZ divingand/NNCC andthe/CCDT theof/DTIN ofdifficulty/INNN difficultyis/NNVBZ divingandthe/NNCCDT andtheof/CCDTIN theofdifficulty/DTINNN ofdifficultyis/INNNVBZ 43 degree%1:07:01::
59/CD has/VBZ a/DT in/IN philosophy/NN from/IN 59has/CDVBZ hasa/VBZDT ain/DTIN inphilosophy/INNN philosophyfrom/NNIN 59hasa/CDVBZDT hasain/VBZDTIN ainphilosophy/DTINNN inphilosophyfrom/INNNIN 57 degree%1:10:00::
and/CC has/VBZ a/DT in/IN English/NNP Literature/NNP andhas/CCVBZ hasa/VBZDT ain/DTIN inEnglish/INNNP EnglishLiterature/NNPNNP andhasa/CCVBZDT hasain/VBZDTIN ainEnglish/DTINNNP inEnglishLiterature/INNNPNNP 77 degree%1:10:00::
move/VB to/TO remarkable/JJ of/IN economic/JJ and/CC moveto/VBTO toremarkable/TOJJ remarkableof/JJIN ofeconomic/INJJ economicand/JJCC movetoremarkable/VBTOJJ toremarkableof/TOJJIN remarkableofeconomic/JJINJJ ofeconomicand/INJJCC 76 degree%1:07:00::
with/IN a/DT healthly/NN of/IN caution/NN _/NN witha/INDT ahealthly/DTNN healthlyof/NNIN ofcaution/INNN caution_/NNNN withahealthly/INDTNN ahealthlyof/DTNNIN healthlyofcaution/NNINNN ofcaution_/INNNNN 56 degree%1:07:00::
two/CD -/: year/NN was/VBD under/IN consideration/NN two-/CD: -year/:NN yearwas/NNVBD wasunder/VBDIN underconsideration/INNN two-year/CD:NN -yearwas/:NNVBD yearwasunder/NNVBDIN wasunderconsideration/VBDINNN 85 degree%1:10:00::
not/RB only/RB a/DT of/IN understandable/JJ tedium/NN notonly/RBRB onlya/RBDT aof/DTIN ofunderstandable/INJJ understandabletedium/JJNN notonlya/RBRBDT onlyaof/RBDTIN aofunderstandable/DTINJJ ofunderstandabletedium/INJJNN 75 degree%1:07:00::
broader/JJR more/RBR diverse/JJ market/NN is/VBZ starting/VBG broadermore/JJRRBR morediverse/RBRJJ diversemarket/JJNN marketis/NNVBZ isstarting/VBZVBG broadermorediverse/JJRRBRJJ morediversemarket/RBRJJNN diversemarketis/JJNNVBZ marketisstarting/NNVBZVBG 89 degree%1:10:00::
Dagenham/NNP believes/VBZ the/DT of/IN unrest/NN can/NN Dagenhambelieves/NNPVBZ believesthe/VBZDT theof/DTIN ofunrest/INNN unrestcan/NNNN Dagenhambelievesthe/NNPVBZDT believestheof/VBZDTIN theofunrest/DTINNN ofunrestcan/INNNNN 55 degree%1:26:01::
win/VB a/DT higher/JJR of/IN commitment/NN from/IN wina/VBDT ahigher/DTJJR higherof/JJRIN ofcommitment/INNN commitmentfrom/NNIN winahigher/VBDTJJR ahigherof/DTJJRIN higherofcommitment/JJRINNN ofcommitmentfrom/INNNIN 66 degree%1:07:00::
attain/VB a/DT high/NN of/IN musical/JJ stupidity/NN attaina/VBDT ahigh/DTNN highof/NNIN ofmusical/INJJ musicalstupidity/JJNN attainahigh/VBDTNN ahighof/DTNNIN highofmusical/NNINJJ ofmusicalstupidity/INJJNN 92 degree%1:07:00::
to/TO start/VB a/DT course/NN in/IN law/NN tostart/TOVB starta/VBDT acourse/DTNN coursein/NNIN inlaw/INNN tostarta/TOVBDT startacourse/VBDTNN acoursein/DTNNIN courseinlaw/NNINNN 133 degree%1:10:00::
decision/NN is/VBZ the/DT to/TO which/WDT Mr/NNP decisionis/NNVBZ isthe/VBZDT theto/DTTO towhich/TOWDT whichMr/WDTNNP decisionisthe/NNVBZDT istheto/VBZDTTO thetowhich/DTTOWDT towhichMr/TOWDTNNP 95 degree%1:07:00::
to/TO have/VB basic/JJ courses/NNS followed/VBN by/IN tohave/TOVB havebasic/VBJJ basiccourses/JJNNS coursesfollowed/NNSVBN followedby/VBNIN tohavebasic/TOVBJJ havebasiccourses/VBJJNNS basiccoursesfollowed/JJNNSVBN coursesfollowedby/NNSVBNIN 92 degree%1:10:00::
points/NNS for/IN style/NN of/IN difficulty/NN and/CC pointsfor/NNSIN forstyle/INNN styleof/NNIN ofdifficulty/INNN difficultyand/NNCC pointsforstyle/NNSINNN forstyleof/INNNIN styleofdifficulty/NNINNN ofdifficultyand/INNNCC 58 degree%1:07:00::
in/IN the/DT highest/JJS imaginable/JJ in/IN ways/NNS inthe/INDT thehighest/DTJJS highestimaginable/JJSJJ imaginablein/JJIN inways/INNNS inthehighest/INDTJJS thehighestimaginable/DTJJSJJ highestimaginablein/JJSJJIN imaginableinways/JJINNNS 87 degree%1:26:01::
_/FW _/FW The/DT of/IN craft/NN the/DT __/FWFW _The/FWDT Theof/DTIN ofcraft/INNN craftthe/NNDT __The/FWFWDT _Theof/FWDTIN Theofcraft/DTINNN ofcraftthe/INNNDT 91 degree%1:07:00::
_/FW _/FW The/DT of/IN craft/NN the/DT __/FWFW _The/FWDT Theof/DTIN ofcraft/INNN craftthe/NNDT __The/FWFWDT _Theof/FWDTIN Theofcraft/DTINNN ofcraftthe/INNNDT 91 degree%1:26:01::
involved/VBD a/DT high/NN of/IN furtiveness/NN J/NN involveda/VBDDT ahigh/DTNN highof/NNIN offurtiveness/INNN furtivenessJ/NNNN involvedahigh/VBDDTNN ahighof/DTNNIN highoffurtiveness/NNINNN offurtivenessJ/INNNNN 81 degree%1:07:00::
week/NN is/VBZ the/DT to/TO which/WDT the/DT weekis/NNVBZ isthe/VBZDT theto/DTTO towhich/TOWDT whichthe/WDTDT weekisthe/NNVBZDT istheto/VBZDTTO thetowhich/DTTOWDT towhichthe/TOWDTDT 49 degree%1:07:00::
not/RB get/VB a/DT in/IN journalism/NN remarked/VBD notget/RBVB geta/VBDT ain/DTIN injournalism/INNN journalismremarked/NNVBD notgeta/RBVBDT getain/VBDTIN ainjournalism/DTINNN injournalismremarked/INNNVBD 92 degree%1:10:00::
done/VBN with/IN the/DT of/IN depth/NN empirical/JJ donewith/VBNIN withthe/INDT theof/DTIN ofdepth/INNN depthempirical/NNJJ donewiththe/VBNINDT withtheof/INDTIN theofdepth/DTINNN ofdepthempirical/INNNJJ 132 degree%1:07:00::
to/TO the/DT same/JJ because/IN in/IN the/DT tothe/TODT thesame/DTJJ samebecause/JJIN becausein/ININ inthe/INDT tothesame/TODTJJ thesamebecause/DTJJIN samebecausein/JJININ becauseinthe/ININDT 153 degree%1:07:00::
name/NN has/VBZ a/DT in/IN law/NN And/CC namehas/NNVBZ hasa/VBZDT ain/DTIN inlaw/INNN lawAnd/NNCC namehasa/NNVBZDT hasain/VBZDTIN ainlaw/DTINNN inlawAnd/INNNCC 73 degree%1:10:00::
categorized/VBN by/IN the/DT of/IN paperwork/NN involved/VBN categorizedby/VBNIN bythe/INDT theof/DTIN ofpaperwork/INNN paperworkinvolved/NNVBN categorizedbythe/VBNINDT bytheof/INDTIN theofpaperwork/DTINNN ofpaperworkinvolved/INNNVBN 99 degree%1:07:00::
1635/CD with/IN a/DT of/IN industrialisation/NN in/IN 1635with/CDIN witha/INDT aof/DTIN ofindustrialisation/INNN industrialisationin/NNIN 1635witha/CDINDT withaof/INDTIN aofindustrialisation/DTINNN ofindustrialisationin/INNNIN 34 degree%1:26:01::
allow/VB a/DT greater/JJR of/IN control/NN to/TO allowa/VBDT agreater/DTJJR greaterof/JJRIN ofcontrol/INNN controlto/NNTO allowagreater/VBDTJJR agreaterof/DTJJRIN greaterofcontrol/JJRINNN ofcontrolto/INNNTO 72 degree%1:07:00::
of/IN the/DT population/NN of/IN urbanisation/NN population/NN ofthe/INDT thepopulation/DTNN populationof/NNIN ofurbanisation/INNN urbanisationpopulation/NNNN ofthepopulation/INDTNN thepopulationof/DTNNIN populationofurbanisation/NNINNN ofurbanisationpopulation/INNNNN 51 degree%1:07:00::
of/IN the/DT population/NN of/IN urbanisation/NN population/NN ofthe/INDT thepopulation/DTNN populationof/NNIN ofurbanisation/INNN urbanisationpopulation/NNNN ofthepopulation/INDTNN thepopulationof/DTNNIN populationofurbanisation/NNINNN ofurbanisationpopulation/INNNNN 51 degree%1:26:01::
_/FW _/FW Their/PRP$ of/IN preference/NN for/IN __/FWFW _Their/FWPRP$ Theirof/PRP$IN ofpreference/INNN preferencefor/NNIN __Their/FWFWPRP$ _Theirof/FWPRP$IN Theirofpreference/PRP$INNN ofpreferencefor/INNNIN 93 degree%1:07:00::
_/FW _/FW Their/PRP$ of/IN preference/NN for/IN __/FWFW _Their/FWPRP$ Theirof/PRP$IN ofpreference/INNN preferencefor/NNIN __Their/FWFWPRP$ _Theirof/FWPRP$IN Theirofpreference/PRP$INNN ofpreferencefor/INNNIN 93 degree%1:26:01::
that/WDT showed/VBD a/DT of/IN consistency/NN in/IN thatshowed/WDTVBD showeda/VBDDT aof/DTIN ofconsistency/INNN consistencyin/NNIN thatshoweda/WDTVBDDT showedaof/VBDDTIN aofconsistency/DTINNN ofconsistencyin/INNNIN 70 degree%1:07:00::
that/WDT showed/VBD a/DT of/IN consistency/NN in/IN thatshowed/WDTVBD showeda/VBDDT aof/DTIN ofconsistency/INNN consistencyin/NNIN thatshoweda/WDTVBDDT showedaof/VBDDTIN aofconsistency/DTINNN ofconsistencyin/INNNIN 70 degree%1:26:01::
the/DT campaign/NN and/CC of/IN party/NN preference/NN thecampaign/DTNN campaignand/NNCC andof/CCIN ofparty/INNN partypreference/NNNN thecampaignand/DTNNCC campaignandof/NNCCIN andofparty/CCINNN ofpartypreference/INNNNN 80 degree%1:07:00::
the/DT campaign/NN and/CC of/IN party/NN preference/NN thecampaign/DTNN campaignand/NNCC andof/CCIN ofparty/INNN partypreference/NNNN thecampaignand/DTNNCC campaignandof/NNCCIN andofparty/CCINNN ofpartypreference/INNNNN 80 degree%1:26:01::
vary/VB in/IN the/DT to/TO which/WDT they/PRP varyin/VBIN inthe/INDT theto/DTTO towhich/TOWDT whichthey/WDTPRP varyinthe/VBINDT intheto/INDTTO thetowhich/DTTOWDT towhichthey/TOWDTPRP 58 degree%1:07:00::
government/NN but/CC the/DT of/IN bias/NN increased/VBD governmentbut/NNCC butthe/CCDT theof/DTIN ofbias/INNN biasincreased/NNVBD governmentbutthe/NNCCDT buttheof/CCDTIN theofbias/DTINNN ofbiasincreased/INNNVBD 70 degree%1:07:00::
_/FW _/FW Their/PRP$ of/IN visibility/NN was/VBD __/FWFW _Their/FWPRP$ Theirof/PRP$IN ofvisibility/INNN visibilitywas/NNVBD __Their/FWFWPRP$ _Theirof/FWPRP$IN Theirofvisibility/PRP$INNN ofvisibilitywas/INNNVBD 72 degree%1:07:00::
_/FW _/FW Their/PRP$ of/IN visibility/NN was/VBD __/FWFW _Their/FWPRP$ Theirof/PRP$IN ofvisibility/INNN visibilitywas/NNVBD __Their/FWFWPRP$ _Theirof/FWPRP$IN Theirofvisibility/PRP$INNN ofvisibilitywas/INNNVBD 72 degree%1:26:01::
influenced/VBN in/IN varying/VBG though/IN not/RB completely/RB influencedin/VBNIN invarying/INVBG varyingthough/VBGIN thoughnot/INRB notcompletely/RBRB influencedinvarying/VBNINVBG invaryingthough/INVBGIN varyingthoughnot/VBGINRB thoughnotcompletely/INRBRB 78 degree%1:07:00::
pleased/VBN by/IN the/DT of/IN public/JJ satisfaction/NN pleasedby/VBNIN bythe/INDT theof/DTIN ofpublic/INJJ publicsatisfaction/JJNN pleasedbythe/VBNINDT bytheof/INDTIN theofpublic/DTINJJ ofpublicsatisfaction/INJJNN 90 degree%1:07:00::
to/TO a/DT considerable/JJ before/IN 1917/CD creating/VBG toa/TODT aconsiderable/DTJJ considerablebefore/JJIN before1917/INCD 1917creating/CDVBG toaconsiderable/TODTJJ aconsiderablebefore/DTJJIN considerablebefore1917/JJINCD before1917creating/INCDVBG 108 degree%1:07:00::
and/CC to/TO some/DT oil/NN -/: repellent/NN andto/CCTO tosome/TODT someoil/DTNN oil-/NN: -repellent/:NN andtosome/CCTODT tosomeoil/TODTNN someoil-/DTNN: oil-repellent/NN:NN 38 degree%1:07:00::
both/DT to/TO some/DT poachers/NNS turned/VBD gamekeepers/NNS bothto/DTTO tosome/TODT somepoachers/DTNNS poachersturned/NNSVBD turnedgamekeepers/VBDNNS bothtosome/DTTODT tosomepoachers/TODTNNS somepoachersturned/DTNNSVBD poachersturnedgamekeepers/NNSVBDNNS 92 degree%1:07:00::
to/TO an/DT increasing/VBG focused/VBN on/IN a/DT toan/TODT anincreasing/DTVBG increasingfocused/VBGVBN focusedon/VBNIN ona/INDT toanincreasing/TODTVBG anincreasingfocused/DTVBGVBN increasingfocusedon/VBGVBNIN focusedona/VBNINDT 105 degree%1:07:00::
background/NN though/IN a/DT at/IN Oxford/NNP and/CC backgroundthough/NNIN thougha/INDT aat/DTIN atOxford/INNNP Oxfordand/NNPCC backgroundthougha/NNINDT thoughaat/INDTIN aatOxford/DTINNNP atOxfordand/INNNPCC 104 degree%1:10:00::
To/TO an/DT increasing/VBG the/DT government/NN and/CC Toan/TODT anincreasing/DTVBG increasingthe/VBGDT thegovernment/DTNN governmentand/NNCC Toanincreasing/TODTVBG anincreasingthe/DTVBGDT increasingthegovernment/VBGDTNN thegovernmentand/DTNNCC 95 degree%1:07:00::
To/TO an/DT increasing/VBG the/DT government/NN and/CC Toan/TODT anincreasing/DTVBG increasingthe/VBGDT thegovernment/DTNN governmentand/NNCC Toanincreasing/TODTVBG anincreasingthe/DTVBGDT increasingthegovernment/VBGDTNN thegovernmentand/DTNNCC 95 degree%1:07:01::
also/RB to/TO some/DT a/DT victim/NN of/IN alsoto/RBTO tosome/TODT somea/DTDT avictim/DTNN victimof/NNIN alsotosome/RBTODT tosomea/TODTDT someavictim/DTDTNN avictimof/DTNNIN 96 degree%1:07:00::
and/CC to/TO some/DT more/RBR violent/JJ than/IN andto/CCTO tosome/TODT somemore/DTRBR moreviolent/RBRJJ violentthan/JJIN andtosome/CCTODT tosomemore/TODTRBR somemoreviolent/DTRBRJJ moreviolentthan/RBRJJIN 108 degree%1:07:00::
to/TO achieving/VBG the/DT of/IN co/NN -/: toachieving/TOVBG achievingthe/VBGDT theof/DTIN ofco/INNN co-/NN: toachievingthe/TOVBGDT achievingtheof/VBGDTIN theofco/DTINNN ofco-/INNN: 102 degree%1:26:01::
school/NN Fettes/VBZ the/DT got/VBD him/PRP a/DT schoolFettes/NNVBZ Fettesthe/VBZDT thegot/DTVBD gothim/VBDPRP hima/PRPDT schoolFettesthe/NNVBZDT Fettesthegot/VBZDTVBD thegothim/DTVBDPRP gothima/VBDPRPDT 90 degree%1:10:00::
to/TO a/DT large/JJ the/DT housing/NN association/NN toa/TODT alarge/DTJJ largethe/JJDT thehousing/DTNN housingassociation/NNNN toalarge/TODTJJ alargethe/DTJJDT largethehousing/JJDTNN thehousingassociation/DTNNNN 133 degree%1:07:00::
become/VB in/IN some/DT protectionist/NN and/CC place/NN becomein/VBIN insome/INDT someprotectionist/DTNN protectionistand/NNCC andplace/CCNN becomeinsome/VBINDT insomeprotectionist/INDTNN someprotectionistand/DTNNCC protectionistandplace/NNCCNN 133 degree%1:07:00::
Those/DT with/IN any/DT of/IN power/NN and/CC Thosewith/DTIN withany/INDT anyof/DTIN ofpower/INNN powerand/NNCC Thosewithany/DTINDT withanyof/INDTIN anyofpower/DTINNN ofpowerand/INNNCC 80 degree%1:07:00::
to/TO keep/VB a/DT of/IN creative/JJ control/NN tokeep/TOVB keepa/VBDT aof/DTIN ofcreative/INJJ creativecontrol/JJNN tokeepa/TOVBDT keepaof/VBDTIN aofcreative/DTINJJ ofcreativecontrol/INJJNN 50 degree%1:07:00::
involve/VB a/DT high/NN of/IN trust/NN good/NN involvea/VBDT ahigh/DTNN highof/NNIN oftrust/INNN trustgood/NNNN involveahigh/VBDTNN ahighof/DTNNIN highoftrust/NNINNN oftrustgood/INNNNN 71 degree%1:07:00::
band/NN member/NN a/DT of/IN security/NN _/NN bandmember/NNNN membera/NNDT aof/DTIN ofsecurity/INNN security_/NNNN bandmembera/NNNNDT memberaof/NNDTIN aofsecurity/DTINNN ofsecurity_/INNNNN 66 degree%1:07:00::
press/NN to/TO a/DT then/RB unprecedented/JJ but/CC pressto/NNTO toa/TODT athen/DTRB thenunprecedented/RBJJ unprecedentedbut/JJCC presstoa/NNTODT toathen/TODTRB athenunprecedented/DTRBJJ thenunprecedentedbut/RBJJCC 133 degree%1:07:00::
of/IN order/NN and/CC in/IN the/DT societies/NNS oforder/INNN orderand/NNCC andin/CCIN inthe/INDT thesocieties/DTNNS oforderand/INNNCC orderandin/NNCCIN andinthe/CCINDT inthesocieties/INDTNNS 55 degree%1:07:00::
criticized/VBN with/IN varying/VBG of/IN vigour/NN by/IN criticizedwith/VBNIN withvarying/INVBG varyingof/VBGIN ofvigour/INNN vigourby/NNIN criticizedwithvarying/VBNINVBG withvaryingof/INVBGIN varyingofvigour/VBGINNN ofvigourby/INNNIN 79 degree%1:07:00::
_/CD To/TO some/DT the/DT impartiality/NN has/VBZ _To/CDTO Tosome/TODT somethe/DTDT theimpartiality/DTNN impartialityhas/NNVBZ _Tosome/CDTODT Tosomethe/TODTDT sometheimpartiality/DTDTNN theimpartialityhas/DTNNVBZ 120 degree%1:07:00::
functioned/VBN with/IN a/DT of/IN official/JJ support/NN functionedwith/VBNIN witha/INDT aof/DTIN ofofficial/INJJ officialsupport/JJNN functionedwitha/VBNINDT withaof/INDTIN aofofficial/DTINJJ ofofficialsupport/INJJNN 94 degree%1:07:00::
words/NNS to/TO a/DT the/DT burden/NN of/IN wordsto/NNSTO toa/TODT athe/DTDT theburden/DTNN burdenof/NNIN wordstoa/NNSTODT toathe/TODTDT atheburden/DTDTNN theburdenof/DTNNIN 92 degree%1:07:00::
provoked/VBN demonstrate/VBP the/DT of/IN confusion/NN which/WDT provokeddemonstrate/VBNVBP demonstratethe/VBPDT theof/DTIN ofconfusion/INNN confusionwhich/NNWDT provokeddemonstratethe/VBNVBPDT demonstratetheof/VBPDTIN theofconfusion/DTINNN ofconfusionwhich/INNNWDT 118 degree%1:07:00::
and/CC achieved/VBD a/DT of/IN consensus/NN _/NN andachieved/CCVBD achieveda/VBDDT aof/DTIN ofconsensus/INNN consensus_/NNNN andachieveda/CCVBDDT achievedaof/VBDDTIN aofconsensus/DTINNN ofconsensus_/INNNNN 51 degree%1:07:00::
on/IN a/DT high/NN of/IN consonance/NN in/IN ona/INDT ahigh/DTNN highof/NNIN ofconsonance/INNN consonancein/NNIN onahigh/INDTNN ahighof/DTNNIN highofconsonance/NNINNN ofconsonancein/INNNIN 233 degree%1:07:00::
to/TO have/VB a/DT of/IN volatility/NN in/IN tohave/TOVB havea/VBDT aof/DTIN ofvolatility/INNN volatilityin/NNIN tohavea/TOVBDT haveaof/VBDTIN aofvolatility/DTINNN ofvolatilityin/INNNIN 114 degree%1:07:00::
cent/NN have/VBP a/DT qualification/NN _/NNP _/NNP centhave/NNVBP havea/VBPDT aqualification/DTNN qualification_/NNNNP __/NNPNNP centhavea/NNVBPDT haveaqualification/VBPDTNN aqualification_/DTNNNNP qualification__/NNNNPNNP 64 degree%1:10:00::
have/VB a/DT university/NN and/CC be/VB working/VBG havea/VBDT auniversity/DTNN universityand/NNCC andbe/CCVB beworking/VBVBG haveauniversity/VBDTNN auniversityand/DTNNCC universityandbe/NNCCVB andbeworking/CCVBVBG 79 degree%1:10:00::
have/VB the/DT finest/JJS in/IN the/DT world/NN havethe/VBDT thefinest/DTJJS finestin/JJSIN inthe/INDT theworld/DTNN havethefinest/VBDTJJS thefinestin/DTJJSIN finestinthe/JJSINDT intheworld/INDTNN 86 degree%1:10:00::
to/TO a/DT large/JJ on/IN the/DT expertise/NN toa/TODT alarge/DTJJ largeon/JJIN onthe/INDT theexpertise/DTNN toalarge/TODTJJ alargeon/DTJJIN largeonthe/JJINDT ontheexpertise/INDTNN 97 degree%1:07:00::
to/TO obtain/VB a/DT in/IN agriculture/NN at/IN toobtain/TOVB obtaina/VBDT ain/DTIN inagriculture/INNN agricultureat/NNIN toobtaina/TOVBDT obtainain/VBDTIN ainagriculture/DTINNN inagricultureat/INNNIN 74 degree%1:10:00::
terms/NNS of/IN the/DT of/IN pressure/NN brought/VBD termsof/NNSIN ofthe/INDT theof/DTIN ofpressure/INNN pressurebrought/NNVBD termsofthe/NNSINDT oftheof/INDTIN theofpressure/DTINNN ofpressurebrought/INNNVBD 135 degree%1:07:00::
to/TO take/VB some/DT of/IN national/JJ control/NN totake/TOVB takesome/VBDT someof/DTIN ofnational/INJJ nationalcontrol/JJNN totakesome/TOVBDT takesomeof/VBDTIN someofnational/DTINJJ ofnationalcontrol/INJJNN 123 degree%1:07:00::
and/CC achieved/VBD a/DT of/IN success/NN in/IN andachieved/CCVBD achieveda/VBDDT aof/DTIN ofsuccess/INNN successin/NNIN andachieveda/CCVBDDT achievedaof/VBDDTIN aofsuccess/DTINNN ofsuccessin/INNNIN 98 degree%1:07:00::
fee/NN implying/VBG a/DT of/IN recognition/NN by/IN feeimplying/NNVBG implyinga/VBGDT aof/DTIN ofrecognition/INNN recognitionby/NNIN feeimplyinga/NNVBGDT implyingaof/VBGDTIN aofrecognition/DTINNN ofrecognitionby/INNNIN 101 degree%1:07:00::
