great/JJ seeker/NN of/IN in/IN books/NNS but/CC greatseeker/JJNN seekerof/NNIN ofin/ININ inbooks/INNNS booksbut/NNSCC greatseekerof/JJNNIN seekerofin/NNININ ofinbooks/ININNNS inbooksbut/INNNSCC 113 shelter%1:26:00::
my/PRP$ way/NN taking/VBG behind/IN a/DT piece/NN myway/PRP$NN waytaking/NNVBG takingbehind/VBGIN behinda/INDT apiece/DTNN mywaytaking/PRP$NNVBG waytakingbehind/NNVBGIN takingbehinda/VBGINDT behindapiece/INDTNN 60 shelter%1:06:01::
my/PRP$ way/NN taking/VBG behind/IN a/DT piece/NN myway/PRP$NN waytaking/NNVBG takingbehind/VBGIN behinda/INDT apiece/DTNN mywaytaking/PRP$NNVBG waytakingbehind/NNVBGIN takingbehinda/VBGINDT behindapiece/INDTNN 60 shelter%1:26:00::
night/NN to/TO give/VB to/TO the/DT saint/NN nightto/NNTO togive/TOVB giveto/VBTO tothe/TODT thesaint/DTNN nighttogive/NNTOVB togiveto/TOVBTO givetothe/VBTODT tothesaint/TODTNN 39 shelter%1:26:00::
_/NN A/NN modern/NN had/VBD been/VBN raised/VBN _A/NNNN Amodern/NNNN modernhad/NNVBD hadbeen/VBDVBN beenraised/VBNVBN _Amodern/NNNNNN Amodernhad/NNNNVBD modernhadbeen/NNVBDVBN hadbeenraised/VBDVBNVBN 69 shelter%1:06:00::
_/NN A/NN modern/NN had/VBD been/VBN raised/VBN _A/NNNN Amodern/NNNN modernhad/NNVBD hadbeen/VBDVBN beenraised/VBNVBN _Amodern/NNNNNN Amodernhad/NNNNVBD modernhadbeen/NNVBDVBN hadbeenraised/VBDVBNVBN 69 shelter%1:06:01::
of/IN their/PRP$ vast/JJ hangars/NNS stadia/NN and/CC oftheir/INPRP$ theirvast/PRP$JJ vasthangars/JJNNS hangarsstadia/NNSNN stadiaand/NNCC oftheirvast/INPRP$JJ theirvasthangars/PRP$JJNNS vasthangarsstadia/JJNNSNN hangarsstadiaand/NNSNNCC 74 shelter%1:06:00::
an/DT offer/NN of/IN of/IN friendship/NN a/DT anoffer/DTNN offerof/NNIN ofof/ININ offriendship/INNN friendshipa/NNDT anofferof/DTNNIN offerofof/NNININ ofoffriendship/ININNN offriendshipa/INNNDT 45 shelter%1:26:00::
down/RB exhausted/VBN without/IN could/MD bring/VB new/JJ downexhausted/RBVBN exhaustedwithout/VBNIN withoutcould/INMD couldbring/MDVB bringnew/VBJJ downexhaustedwithout/RBVBNIN exhaustedwithoutcould/VBNINMD withoutcouldbring/INMDVB couldbringnew/MDVBJJ 52 shelter%1:06:00::
down/RB in/IN the/DT of/IN the/DT hills/NNS downin/RBIN inthe/INDT theof/DTIN ofthe/INDT thehills/DTNNS downinthe/RBINDT intheof/INDTIN theofthe/DTINDT ofthehills/INDTNNS 100 shelter%1:26:00::
refugees/NNS have/VBP taken/VBN in/IN Bangladesh/NNP putting/VBG refugeeshave/NNSVBP havetaken/VBPVBN takenin/VBNIN inBangladesh/INNNP Bangladeshputting/NNPVBG refugeeshavetaken/NNSVBPVBN havetakenin/VBPVBNIN takeninBangladesh/VBNINNNP inBangladeshputting/INNNPVBG 123 shelter%1:26:00::
with/IN their/PRP$ hogan/NN and/CC trading/NN posts/NNS withtheir/INPRP$ theirhogan/PRP$NN hoganand/NNCC andtrading/CCNN tradingposts/NNNNS withtheirhogan/INPRP$NN theirhoganand/PRP$NNCC hoganandtrading/NNCCNN andtradingposts/CCNNNNS 57 shelter%1:06:00::
_/NNP Lack/NNP of/IN meant/VBN that/IN all/DT _Lack/NNPNNP Lackof/NNPIN ofmeant/INVBN meantthat/VBNIN thatall/INDT _Lackof/NNPNNPIN Lackofmeant/NNPINVBN ofmeantthat/INVBNIN meantthatall/VBNINDT 55 shelter%1:06:01::
_/NNP Lack/NNP of/IN meant/VBN that/IN all/DT _Lack/NNPNNP Lackof/NNPIN ofmeant/INVBN meantthat/VBNIN thatall/INDT _Lackof/NNPNNPIN Lackofmeant/NNPINVBN ofmeantthat/INVBNIN meantthatall/VBNINDT 55 shelter%1:26:00::
air/NN -/: raid/NN for/IN 250000/CD people/NNS air-/NN: -raid/:NN raidfor/NNIN for250000/INCD 250000people/CDNNS air-raid/NN:NN -raidfor/:NNIN raidfor250000/NNINCD for250000people/INCDNNS 115 shelter%1:06:00::
boarding/VBG schools/NNS which/WDT twice/RB as/RB many/JJ boardingschools/VBGNNS schoolswhich/NNSWDT whichtwice/WDTRB twiceas/RBRB asmany/RBJJ boardingschoolswhich/VBGNNSWDT schoolswhichtwice/NNSWDTRB whichtwiceas/WDTRBRB twiceasmany/RBRBJJ 93 shelter%1:26:00::
construction/NN of/IN a/DT for/IN orange/JJ trees/NNS constructionof/NNIN ofa/INDT afor/DTIN fororange/INJJ orangetrees/JJNNS constructionofa/NNINDT ofafor/INDTIN afororange/DTINJJ fororangetrees/INJJNNS 127 shelter%1:06:01::
his/PRP$ people/NNS seeking/VBG from/IN the/DT winter/NN hispeople/PRP$NNS peopleseeking/NNSVBG seekingfrom/VBGIN fromthe/INDT thewinter/DTNN hispeopleseeking/PRP$NNSVBG peopleseekingfrom/NNSVBGIN seekingfromthe/VBGINDT fromthewinter/INDTNN 62 shelter%1:06:01::
his/PRP$ people/NNS seeking/VBG from/IN the/DT winter/NN hispeople/PRP$NNS peopleseeking/NNSVBG seekingfrom/VBGIN fromthe/INDT thewinter/DTNN hispeopleseeking/PRP$NNSVBG peopleseekingfrom/NNSVBGIN seekingfromthe/VBGINDT fromthewinter/INDTNN 62 shelter%1:26:00::
rushed/VBN for/IN the/DT of/IN the/DT riverbank/NN rushedfor/VBNIN forthe/INDT theof/DTIN ofthe/INDT theriverbank/DTNN rushedforthe/VBNINDT fortheof/INDTIN theofthe/DTINDT oftheriverbank/INDTNN 42 shelter%1:26:00::
Nez/NNP Perce/NNP dug/VBD -/: pits/NNS for/IN NezPerce/NNPNNP Percedug/NNPVBD dug-/VBD: -pits/:NNS pitsfor/NNSIN NezPercedug/NNPNNPVBD Percedug-/NNPVBD: dug-pits/VBD:NNS -pitsfor/:NNSIN 36 shelter%1:06:01::
dampness/NN of/IN the/DT pits/NNS _/FW _/FW dampnessof/NNIN ofthe/INDT thepits/DTNNS pits_/NNSFW __/FWFW dampnessofthe/NNINDT ofthepits/INDTNNS thepits_/DTNNSFW pits__/NNSFWFW 44 shelter%1:06:01::
tree/NN lined/VBD promenade/NN and/CC a/DT bandstand/NN treelined/NNVBD linedpromenade/VBDNN promenadeand/NNCC anda/CCDT abandstand/DTNN treelinedpromenade/NNVBDNN linedpromenadeand/VBDNNCC promenadeanda/NNCCDT andabandstand/CCDTNN 85 shelter%1:06:00::
to/TO provide/VB some/DT against/IN the/DT expected/VBN toprovide/TOVB providesome/VBDT someagainst/DTIN againstthe/INDT theexpected/DTVBN toprovidesome/TOVBDT providesomeagainst/VBDTIN someagainstthe/DTINDT againsttheexpected/INDTVBN 132 shelter%1:26:00::
The/DT plants/NNS provide/VBP for/IN animals/NNS trap/NN Theplants/DTNNS plantsprovide/NNSVBP providefor/VBPIN foranimals/INNNS animalstrap/NNSNN Theplantsprovide/DTNNSVBP plantsprovidefor/NNSVBPIN provideforanimals/VBPINNNS foranimalstrap/INNNSNN 76 shelter%1:06:01::
The/DT plants/NNS provide/VBP for/IN animals/NNS trap/NN Theplants/DTNNS plantsprovide/NNSVBP providefor/VBPIN foranimals/INNNS animalstrap/NNSNN Theplantsprovide/DTNNSVBP plantsprovidefor/NNSVBPIN provideforanimals/VBPINNNS foranimalstrap/INNNSNN 76 shelter%1:26:00::
to/TO make/VB a/DT gathering/NN wood/NN or/CC tomake/TOVB makea/VBDT agathering/DTNN gatheringwood/NNNN woodor/NNCC tomakea/TOVBDT makeagathering/VBDTNN agatheringwood/DTNNNN gatheringwoodor/NNNNCC 110 shelter%1:06:00::
air/NN -/: raid/NN slit/NN -/: trench/NN air-/NN: -raid/:NN raidslit/NNNN slit-/NN: -trench/:NN air-raid/NN:NN -raidslit/:NNNN raidslit-/NNNN: slit-trench/NN:NN 101 shelter%1:06:00::
from/IN creating/VBG local/JJ where/WRB the/DT windblown/NN fromcreating/INVBG creatinglocal/VBGJJ localwhere/JJWRB wherethe/WRBDT thewindblown/DTNN fromcreatinglocal/INVBGJJ creatinglocalwhere/VBGJJWRB localwherethe/JJWRBDT wherethewindblown/WRBDTNN 76 shelter%1:06:01::
of/IN food/NN fuel/NN transport/NN and/CC wealth/NN offood/INNN foodfuel/NNNN fueltransport/NNNN transportand/NNCC andwealth/CCNN offoodfuel/INNNNN foodfueltransport/NNNNNN fueltransportand/NNNNCC transportandwealth/NNCCNN 65 shelter%1:06:01::
including/VBG shore/NN crabs/NNS among/IN their/PRP$ damp/JJ includingshore/VBGNN shorecrabs/NNNNS crabsamong/NNSIN amongtheir/INPRP$ theirdamp/PRP$JJ includingshorecrabs/VBGNNNNS shorecrabsamong/NNNNSIN crabsamongtheir/NNSINPRP$ amongtheirdamp/INPRP$JJ 104 shelter%1:26:00::
breed/NN in/IN the/DT they/PRP provide/VBP _/NN breedin/NNIN inthe/INDT thethey/DTPRP theyprovide/PRPVBP provide_/VBPNN breedinthe/NNINDT inthethey/INDTPRP thetheyprovide/DTPRPVBP theyprovide_/PRPVBPNN 106 shelter%1:26:00::
Once/RB into/IN the/DT of/IN the/DT mangrove/NN Onceinto/RBIN intothe/INDT theof/DTIN ofthe/INDT themangrove/DTNN Onceintothe/RBINDT intotheof/INDTIN theofthe/DTINDT ofthemangrove/INDTNN 70 shelter%1:26:00::
out/IN of/IN the/DT of/IN the/DT bank/NN outof/ININ ofthe/INDT theof/DTIN ofthe/INDT thebank/DTNN outofthe/ININDT oftheof/INDTIN theofthe/DTINDT ofthebank/INDTNN 60 shelter%1:26:00::
to/TO gain/VB the/DT of/IN the/DT forest/NN togain/TOVB gainthe/VBDT theof/DTIN ofthe/INDT theforest/DTNN togainthe/TOVBDT gaintheof/VBDTIN theofthe/DTINDT oftheforest/INDTNN 55 shelter%1:06:01::
to/TO gain/VB the/DT of/IN the/DT forest/NN togain/TOVB gainthe/VBDT theof/DTIN ofthe/INDT theforest/DTNN togainthe/TOVBDT gaintheof/VBDTIN theofthe/DTINDT oftheforest/INDTNN 55 shelter%1:26:00::
back/RB into/IN the/DT of/IN the/DT pine/VBP backinto/RBIN intothe/INDT theof/DTIN ofthe/INDT thepine/DTVBP backintothe/RBINDT intotheof/INDTIN theofthe/DTINDT ofthepine/INDTVBP 37 shelter%1:06:01::
back/RB into/IN the/DT of/IN the/DT pine/VBP backinto/RBIN intothe/INDT theof/DTIN ofthe/INDT thepine/DTVBP backintothe/RBINDT intotheof/INDTIN theofthe/DTINDT ofthepine/INDTVBP 37 shelter%1:26:00::
crested/VBN glasses/NNS course/NN and/CC so/RB on/RB crestedglasses/VBNNNS glassescourse/NNSNN courseand/NNCC andso/CCRB soon/RBRB crestedglassescourse/VBNNNSNN glassescourseand/NNSNNCC courseandso/NNCCRB andsoon/CCRBRB 72 shelter%1:06:00::
often/RB who/WP provide/VBP during/IN the/DT first/JJ oftenwho/RBWP whoprovide/WPVBP provideduring/VBPIN duringthe/INDT thefirst/DTJJ oftenwhoprovide/RBWPVBP whoprovideduring/WPVBPIN provideduringthe/VBPINDT duringthefirst/INDTJJ 67 shelter%1:26:00::
unable/JJ to/TO provide/VB urban/JJ populations/NNS have/VBP unableto/JJTO toprovide/TOVB provideurban/VBJJ urbanpopulations/JJNNS populationshave/NNSVBP unabletoprovide/JJTOVB toprovideurban/TOVBJJ provideurbanpopulations/VBJJNNS urbanpopulationshave/JJNNSVBP 94 shelter%1:26:00::
the/DT problem/NN of/IN for/IN their/PRP$ inhabitants/NNS theproblem/DTNN problemof/NNIN offor/ININ fortheir/INPRP$ theirinhabitants/PRP$NNS theproblemof/DTNNIN problemoffor/NNININ offortheir/ININPRP$ fortheirinhabitants/INPRP$NNS 134 shelter%1:26:00::
meant/VBN problems/NNS of/IN and/CC employment/NN _/NN meantproblems/VBNNNS problemsof/NNSIN ofand/INCC andemployment/CCNN employment_/NNNN meantproblemsof/VBNNNSIN problemsofand/NNSINCC ofandemployment/INCCNN andemployment_/CCNNNN 73 shelter%1:26:00::
provided/VBD her/PRP with/IN from/IN an/DT often/RB providedher/VBDPRP herwith/PRPIN withfrom/ININ froman/INDT anoften/DTRB providedherwith/VBDPRPIN herwithfrom/PRPININ withfroman/ININDT fromanoften/INDTRB 65 shelter%1:26:00::
went/VBD to/TO the/DT where/WRB drivers/NNS could/MD wentto/VBDTO tothe/TODT thewhere/DTWRB wheredrivers/WRBNNS driverscould/NNSMD wenttothe/VBDTODT tothewhere/TODTWRB thewheredrivers/DTWRBNNS wheredriverscould/WRBNNSMD 46 shelter%1:06:00::
crossed/VBN to/TO the/DT and/CC went/VBD inside/RB crossedto/VBNTO tothe/TODT theand/DTCC andwent/CCVBD wentinside/VBDRB crossedtothe/VBNTODT totheand/TODTCC theandwent/DTCCVBD andwentinside/CCVBDRB 29 shelter%1:06:01::
out/IN of/IN the/DT he/PRP saw/VBD two/CD outof/ININ ofthe/INDT thehe/DTPRP hesaw/PRPVBD sawtwo/VBDCD outofthe/ININDT ofthehe/INDTPRP thehesaw/DTPRPVBD hesawtwo/PRPVBDCD 45 shelter%1:06:00::
to/TO warmth/NN and/CC and/CC protection/NN _/NN towarmth/TONN warmthand/NNCC andand/CCCC andprotection/CCNN protection_/NNNN towarmthand/TONNCC warmthandand/NNCCCC andandprotection/CCCCNN andprotection_/CCNNNN 90 shelter%1:06:00::
cellar/NN as/IN a/DT that/IN the/DT villagers/NNS cellaras/NNIN asa/INDT athat/DTIN thatthe/INDT thevillagers/DTNNS cellarasa/NNINDT asathat/INDTIN athatthe/DTINDT thatthevillagers/INDTNNS 104 shelter%1:06:00::
only/RB tents/NNS for/IN and/CC we/PRP tried/VBD onlytents/RBNNS tentsfor/NNSIN forand/INCC andwe/CCPRP wetried/PRPVBD onlytentsfor/RBNNSIN tentsforand/NNSINCC forandwe/INCCPRP andwetried/CCPRPVBD 57 shelter%1:06:00::
Palestinians/NNPS to/TO take/VB among/IN their/PRP$ homes/NNS Palestiniansto/NNPSTO totake/TOVB takeamong/VBIN amongtheir/INPRP$ theirhomes/PRP$NNS Palestinianstotake/NNPSTOVB totakeamong/TOVBIN takeamongtheir/VBINPRP$ amongtheirhomes/INPRP$NNS 59 shelter%1:06:00::
Palestinians/NNPS to/TO take/VB among/IN their/PRP$ homes/NNS Palestiniansto/NNPSTO totake/TOVB takeamong/VBIN amongtheir/INPRP$ theirhomes/PRP$NNS Palestinianstotake/NNPSTOVB totakeamong/TOVBIN takeamongtheir/VBINPRP$ amongtheirhomes/INPRP$NNS 59 shelter%1:26:00::
crew/NN could/MD take/VB in/IN a/DT shielded/VBN crewcould/NNMD couldtake/MDVB takein/VBIN ina/INDT ashielded/DTVBN crewcouldtake/NNMDVB couldtakein/MDVBIN takeina/VBINDT inashielded/INDTVBN 71 shelter%1:26:00::
no/DT doubt/NN sought/VBD where/WRB it/PRP was/VBD nodoubt/DTNN doubtsought/NNVBD soughtwhere/VBDWRB whereit/WRBPRP itwas/PRPVBD nodoubtsought/DTNNVBD doubtsoughtwhere/NNVBDWRB soughtwhereit/VBDWRBPRP whereitwas/WRBPRPVBD 74 shelter%1:26:00::
and/CC I/PRP took/VBD in/IN a/DT basement/NN andI/CCPRP Itook/PRPVBD tookin/VBDIN ina/INDT abasement/DTNN andItook/CCPRPVBD Itookin/PRPVBDIN tookina/VBDINDT inabasement/INDTNN 68 shelter%1:06:01::
to/TO the/DT chilly/JJ of/IN the/DT Aberknowe/NNP tothe/TODT thechilly/DTJJ chillyof/JJIN ofthe/INDT theAberknowe/DTNNP tothechilly/TODTJJ thechillyof/DTJJIN chillyofthe/JJINDT oftheAberknowe/INDTNNP 60 shelter%1:06:00::
to/TO the/DT chilly/JJ of/IN the/DT Aberknowe/NNP tothe/TODT thechilly/DTJJ chillyof/JJIN ofthe/INDT theAberknowe/DTNNP tothechilly/TODTJJ thechillyof/DTJJIN chillyofthe/JJINDT oftheAberknowe/INDTNNP 60 shelter%1:26:00::
in/IN what/WP little/JJ there/EX was/VBD beside/RB inwhat/INWP whatlittle/WPJJ littlethere/JJEX therewas/EXVBD wasbeside/VBDRB inwhatlittle/INWPJJ whatlittlethere/WPJJEX littletherewas/JJEXVBD therewasbeside/EXVBDRB 68 shelter%1:26:00::
the/DT bus/NN -/: the/DT airport/NN and/CC thebus/DTNN bus-/NN: -the/:DT theairport/DTNN airportand/NNCC thebus-/DTNN: bus-the/NN:DT -theairport/:DTNN theairportand/DTNNCC 83 shelter%1:06:00::
_/CD Otherwise/RB bus/NN were/VBD provided/VBN when/WRB _Otherwise/CDRB Otherwisebus/RBNN buswere/NNVBD wereprovided/VBDVBN providedwhen/VBNWRB _Otherwisebus/CDRBNN Otherwisebuswere/RBNNVBD buswereprovided/NNVBDVBN wereprovidedwhen/VBDVBNWRB 74 shelter%1:06:00::
_/CD Otherwise/RB bus/NN were/VBD provided/VBN when/WRB _Otherwise/CDRB Otherwisebus/RBNN buswere/NNVBD wereprovided/VBDVBN providedwhen/VBNWRB _Otherwisebus/CDRBNN Otherwisebuswere/RBNNVBD buswereprovided/NNVBDVBN wereprovidedwhen/VBDVBNWRB 74 shelter%1:06:01::
elsewhere/RB meant/VBN bus/NN fine/JJ new/JJ stations/NNS elsewheremeant/RBVBN meantbus/VBNNN busfine/NNJJ finenew/JJJJ newstations/JJNNS elsewheremeantbus/RBVBNNN meantbusfine/VBNNNJJ busfinenew/NNJJJJ finenewstations/JJJJNNS 87 shelter%1:06:00::
elsewhere/RB meant/VBN bus/NN fine/JJ new/JJ stations/NNS elsewheremeant/RBVBN meantbus/VBNNN busfine/NNJJ finenew/JJJJ newstations/JJNNS elsewheremeantbus/RBVBNNN meantbusfine/VBNNNJJ busfinenew/NNJJJJ finenewstations/JJJJNNS 87 shelter%1:06:01::
give/VB our/PRP$ companion/NN and/CC food/NN _/NN giveour/VBPRP$ ourcompanion/PRP$NN companionand/NNCC andfood/CCNN food_/NNNN giveourcompanion/VBPRP$NN ourcompanionand/PRP$NNCC companionandfood/NNCCNN andfood_/CCNNNN 77 shelter%1:06:01::
give/VB our/PRP$ companion/NN and/CC food/NN _/NN giveour/VBPRP$ ourcompanion/PRP$NN companionand/NNCC andfood/CCNN food_/NNNN giveourcompanion/VBPRP$NN ourcompanionand/PRP$NNCC companionandfood/NNCCNN andfood_/CCNNNN 77 shelter%1:26:00::
banana/NN trees/NNS afford/VBP at/IN bus/NN stops/NNS bananatrees/NNNNS treesafford/NNSVBP affordat/VBPIN atbus/INNN busstops/NNNNS bananatreesafford/NNNNSVBP treesaffordat/NNSVBPIN affordatbus/VBPINNN atbusstops/INNNNNS 58 shelter%1:06:01::
fountains/NNS and/CC bus/NN _/NNP _/NNP _/NNP fountainsand/NNSCC andbus/CCNN bus_/NNNNP __/NNPNNP __/NNPNNP fountainsandbus/NNSCCNN andbus_/CCNNNNP bus__/NNNNPNNP ___/NNPNNPNNP 83 shelter%1:06:00::
to/TO design/VB bus/NN that/WDT were/VBD in/IN todesign/TOVB designbus/VBNN busthat/NNWDT thatwere/WDTVBD werein/VBDIN todesignbus/TOVBNN designbusthat/VBNNWDT busthatwere/NNWDTVBD thatwerein/WDTVBDIN 94 shelter%1:06:00::
The/DT caves/NNS gave/VBD to/TO a/DT new/JJ Thecaves/DTNNS cavesgave/NNSVBD gaveto/VBDTO toa/TODT anew/DTJJ Thecavesgave/DTNNSVBD cavesgaveto/NNSVBDTO gavetoa/VBDTODT toanew/TODTJJ 84 shelter%1:26:00::
air/NN -/: raid/NN which/WDT we/PRP shared/VBD air-/NN: -raid/:NN raidwhich/NNWDT whichwe/WDTPRP weshared/PRPVBD air-raid/NN:NN -raidwhich/:NNWDT raidwhichwe/NNWDTPRP whichweshared/WDTPRPVBD 71 shelter%1:06:00::
requirements/NNS of/IN food/NN and/CC energy/NN the/DT requirementsof/NNSIN offood/INNN foodand/NNCC andenergy/CCNN energythe/NNDT requirementsoffood/NNSINNN offoodand/INNNCC foodandenergy/NNCCNN andenergythe/CCNNDT 97 shelter%1:06:01::
requirements/NNS of/IN food/NN and/CC energy/NN the/DT requirementsof/NNSIN offood/INNN foodand/NNCC andenergy/CCNN energythe/NNDT requirementsoffood/NNSINNN offoodand/INNNCC foodandenergy/NNCCNN andenergythe/CCNNDT 97 shelter%1:26:00::
and/CC they/PRP provide/VBP from/IN wind/NN and/CC andthey/CCPRP theyprovide/PRPVBP providefrom/VBPIN fromwind/INNN windand/NNCC andtheyprovide/CCPRPVBP theyprovidefrom/PRPVBPIN providefromwind/VBPINNN fromwindand/INNNCC 97 shelter%1:06:01::
and/CC they/PRP provide/VBP from/IN wind/NN and/CC andthey/CCPRP theyprovide/PRPVBP providefrom/VBPIN fromwind/INNN windand/NNCC andtheyprovide/CCPRPVBP theyprovidefrom/PRPVBPIN providefromwind/VBPINNN fromwindand/INNNCC 97 shelter%1:26:00::
barriers/NNS and/CC provide/VB for/IN livestock/NN and/CC barriersand/NNSCC andprovide/CCVB providefor/VBIN forlivestock/INNN livestockand/NNCC barriersandprovide/NNSCCVB andprovidefor/CCVBIN provideforlivestock/VBINNN forlivestockand/INNNCC 116 shelter%1:06:01::
well/RB as/IN the/DT and/CC livestock/NN control/NN wellas/RBIN asthe/INDT theand/DTCC andlivestock/CCNN livestockcontrol/NNNN wellasthe/RBINDT astheand/INDTCC theandlivestock/DTCCNN andlivestockcontrol/CCNNNN 97 shelter%1:06:01::
well/RB as/IN the/DT and/CC livestock/NN control/NN wellas/RBIN asthe/INDT theand/DTCC andlivestock/CCNN livestockcontrol/NNNN wellasthe/RBINDT astheand/INDTCC theandlivestock/DTCCNN andlivestockcontrol/CCNNNN 97 shelter%1:26:00::
and/CC slugs/NNS which/WDT and/CC multiply/VB in/IN andslugs/CCNNS slugswhich/NNSWDT whichand/WDTCC andmultiply/CCVB multiplyin/VBIN andslugswhich/CCNNSWDT slugswhichand/NNSWDTCC whichandmultiply/WDTCCVB andmultiplyin/CCVBIN 107 shelter%1:06:01::
running/VBG for/IN the/DT of/IN his/PRP$ lawyer/NN runningfor/VBGIN forthe/INDT theof/DTIN ofhis/INPRP$ hislawyer/PRP$NN runningforthe/VBGINDT fortheof/INDTIN theofhis/DTINPRP$ ofhislawyer/INPRP$NN 94 shelter%1:26:00::
and/CC must/MD take/VB for/IN the/DT night/NN andmust/CCMD musttake/MDVB takefor/VBIN forthe/INDT thenight/DTNN andmusttake/CCMDVB musttakefor/MDVBIN takeforthe/VBINDT forthenight/INDTNN 105 shelter%1:26:00::
you/PRP will/MD find/VB in/IN a/DT bothy/NN youwill/PRPMD willfind/MDVB findin/VBIN ina/INDT abothy/DTNN youwillfind/PRPMDVB willfindin/MDVBIN findina/VBINDT inabothy/INDTNN 118 shelter%1:26:00::
rods/NNS in/IN the/DT of/IN the/DT old/JJ rodsin/NNSIN inthe/INDT theof/DTIN ofthe/INDT theold/DTJJ rodsinthe/NNSINDT intheof/INDTIN theofthe/DTINDT oftheold/INDTJJ 91 shelter%1:06:00::
as/IN warmth/NN and/CC for/IN his/PRP$ wife/NN aswarmth/INNN warmthand/NNCC andfor/CCIN forhis/INPRP$ hiswife/PRP$NN aswarmthand/INNNCC warmthandfor/NNCCIN andforhis/CCINPRP$ forhiswife/INPRP$NN 43 shelter%1:26:00::
queuers/NNS built/VBD themselves/PRP of/IN cardboard/NN plastic/NN queuersbuilt/NNSVBD builtthemselves/VBDPRP themselvesof/PRPIN ofcardboard/INNN cardboardplastic/NNNN queuersbuiltthemselves/NNSVBDPRP builtthemselvesof/VBDPRPIN themselvesofcardboard/PRPINNN ofcardboardplastic/INNNNN 85 shelter%1:06:00::
an/DT interior/NN providing/VBG and/CC occupies/VBZ a/DT aninterior/DTNN interiorproviding/NNVBG providingand/VBGCC andoccupies/CCVBZ occupiesa/VBZDT aninteriorproviding/DTNNVBG interiorprovidingand/NNVBGCC providingandoccupies/VBGCCVBZ andoccupiesa/CCVBZDT 97 shelter%1:06:01::
line/NN of/IN farmhouses/NNS below/IN the/DT steep/NN lineof/NNIN offarmhouses/INNNS farmhousesbelow/NNSIN belowthe/INDT thesteep/DTNN lineoffarmhouses/NNINNNS offarmhousesbelow/INNNSIN farmhousesbelowthe/NNSINDT belowthesteep/INDTNN 88 shelter%1:06:00::
to/TO give/VB him/PRP and/CC employment/NN _/NN togive/TOVB givehim/VBPRP himand/PRPCC andemployment/CCNN employment_/NNNN togivehim/TOVBPRP givehimand/VBPRPCC himandemployment/PRPCCNN andemployment_/CCNNNN 59 shelter%1:26:00::
_/NNP Stay/NNP and/CC here/RB _/FW _/FW _Stay/NNPNNP Stayand/NNPCC andhere/CCRB here_/RBFW __/FWFW _Stayand/NNPNNPCC Stayandhere/NNPCCRB andhere_/CCRBFW here__/RBFWFW 23 shelter%1:26:00::
turn/VB back/RB and/CC with/IN Idris/NNP I/NNP turnback/VBRB backand/RBCC andwith/CCIN withIdris/INNNP IdrisI/NNPNNP turnbackand/VBRBCC backandwith/RBCCIN andwithIdris/CCINNNP withIdrisI/INNNPNNP 68 shelter%1:06:00::
her/PRP from/IN the/DT of/IN the/DT coalhouses/NNS herfrom/PRPIN fromthe/INDT theof/DTIN ofthe/INDT thecoalhouses/DTNNS herfromthe/PRPINDT fromtheof/INDTIN theofthe/DTINDT ofthecoalhouses/INDTNNS 79 shelter%1:06:01::
her/PRP from/IN the/DT of/IN the/DT coalhouses/NNS herfrom/PRPIN fromthe/INDT theof/DTIN ofthe/INDT thecoalhouses/DTNNS herfromthe/PRPINDT fromtheof/INDTIN theofthe/DTINDT ofthecoalhouses/INDTNNS 79 shelter%1:26:00::
and/CC into/IN the/DT of/IN the/DT doorway/NN andinto/CCIN intothe/INDT theof/DTIN ofthe/INDT thedoorway/DTNN andintothe/CCINDT intotheof/INDTIN theofthe/DTINDT ofthedoorway/INDTNN 69 shelter%1:26:00::
need/VB the/DT wind/NN the/DT birds/NNS need/VBP needthe/VBDT thewind/DTNN windthe/NNDT thebirds/DTNNS birdsneed/NNSVBP needthewind/VBDTNN thewindthe/DTNNDT windthebirds/NNDTNNS thebirdsneed/DTNNSVBP 41 shelter%1:06:01::
to/TO provide/VB winter/NN and/CC year/NN -/: toprovide/TOVB providewinter/VBNN winterand/NNCC andyear/CCNN year-/NN: toprovidewinter/TOVBNN providewinterand/VBNNCC winterandyear/NNCCNN andyear-/CCNN: 89 shelter%1:06:01::
valued/VBN winter/NN livestock/NN -LRB-/-LRB- and/CC landscape/nature/NN valuedwinter/VBNNN winterlivestock/NNNN livestock-LRB-/NN-LRB- -LRB-and/-LRB-CC andlandscape/CCnature/NN valuedwinterlivestock/VBNNNNN winterlivestock-LRB-/NNNN-LRB- livestock-LRB-and/NN-LRB-CC -LRB-andlandscape/-LRB-CCnature/NN 66 shelter%1:06:01::
source/NN of/IN livestock/NN -LRB-/-LRB- on/IN farms/NNS sourceof/NNIN oflivestock/INNN livestock-LRB-/NN-LRB- -LRB-on/-LRB-IN onfarms/INNNS sourceoflivestock/NNINNN oflivestock-LRB-/INNN-LRB- livestock-LRB-on/NN-LRB-IN -LRB-onfarms/-LRB-INNNS 102 shelter%1:06:01::
of/IN their/PRP$ livestock/NN value/NN -LRB-/-LRB- _/CD oftheir/INPRP$ theirlivestock/PRP$NN livestockvalue/NNNN value-LRB-/NN-LRB- -LRB-_/-LRB-CD oftheirlivestock/INPRP$NN theirlivestockvalue/PRP$NNNN livestockvalue-LRB-/NNNN-LRB- value-LRB-_/NN-LRB-CD 104 shelter%1:26:00::
